studynumber,Measure_Year,MiddleClimate,Rs_Norm,Tm,Pm,NoObs
487,1978,Cs,2.493,11.8,155.1,12
487,1978,Cs,2.444,10.9,158.3,12
487,1978,Cs,2.532,11.9,40.1,12
487,1978,Cs,2.46,12,118.3,12
491,1984,Df,0.145,-13.4,36.5,17
491,1984,Df,0.195,-6.8,50.4,17
491,1984,Df,0.187,-0.9,60.5,17
491,1984,Df,0.211,7.3,17,17
491,1984,Df,0.261,9.1,72.5,17
491,1984,Df,1.219,13.9,55.8,17
491,1984,Df,0.991,13.7,62.2,17
491,1984,Df,0.623,8.5,56.2,17
491,1984,Df,0.31,0.1,92.9,17
491,1984,Df,0.227,-3.7,53.2,17
491,1984,Df,0.19,-11.3,43.4,17
491,1985,Df,0.175,-14.2,37.2,17
491,1985,Df,0.156,-13.8,46.4,17
491,1985,Df,0.163,-6.2,62.4,17
491,1985,Df,0.165,2.9,13,17
491,1985,Df,0.188,7.6,53.4,17
491,1985,Df,0.954,11.7,35.2,17
504,1985,B,1.884,25,0.2,12
504,1985,B,1.122,21.1,1.4,12
504,1985,B,2.746,17.2,13.2,12
504,1985,B,2.269,5.2,16.2,12
504,1986,B,1.72,10.8,34.1,12
504,1986,B,3.335,12.1,67.9,12
504,1986,B,1.867,15.5,80.5,12
504,1986,B,1.262,24.9,0,12
504,1986,B,0.423,26.1,0.1,12
504,1986,B,0.997,27.3,0,12
504,1986,B,1.568,20.7,4.9,12
504,1986,B,0.775,18.4,0,12
510,1985,Cf,3.806,14.3,59.7,10
510,1985,Cf,4.99,15.9,150.5,10
510,1986,Cf,3.175,15.5,22.4,10
510,1986,Cf,2.326,17.6,18.8,10
510,1986,Cf,1.75,18.1,9.2,10
510,1986,Cf,1.916,13.1,74.8,10
510,1986,Cf,3.03,10.8,85,10
510,1986,Cf,2.989,7.6,52.4,10
510,1986,Cf,2.055,7.1,92.4,10
510,1986,Cf,2.859,8.4,52.6,10
514,1983,Cf,4.276,24.1,84.6,18
514,1983,Cf,3.898,27.9,47.5,18
514,1983,Cf,2.382,28.4,65.3,18
514,1983,Cf,2.211,22.7,134.5,18
514,1983,Cf,1.97,17.6,91.2,18
514,1983,Cf,1.592,12.1,185.5,18
514,1983,Cf,1.076,5.9,213,18
514,1984,Cf,1.156,5.8,118.4,18
514,1984,Cf,1.25,9.3,134,18
514,1984,Cf,1.802,12.3,131.6,18
514,1984,Cf,2.527,15.3,124.8,18
514,1984,Cf,9.864,20.8,97.1,18
514,1984,Cf,6.147,26.3,87.1,18
514,1984,Cf,4.804,24.9,258.8,18
514,1984,Cf,3.737,26.1,96.9,18
514,1984,Cf,2.083,22.9,15,18
514,1984,Cf,2.739,21,74.5,18
514,1984,Cf,3.566,10.5,68.6,18
560,1987,Cf,2.02,7,163.1,11
560,1987,Cf,3.159,12.5,45.3,11
560,1987,Cf,4.04,17.8,133.2,11
560,1987,Cf,7.967,22.1,147.9,11
560,1987,Cf,8.244,27.4,134.1,11
560,1987,Cf,8.062,27.5,185.3,11
560,1987,Cf,5.696,22.7,152.4,11
560,1987,Cf,4.882,18.2,232.4,11
560,1987,Cf,1.425,12.6,213.6,11
560,1987,Cf,0.84,7.4,229.6,11
560,1988,Cf,1.117,5.4,218.9,11
571,1984,Cw,2.136,30.6,9,20
571,1984,Cw,2.182,32.8,19.5,20
571,1984,Cw,2.846,28.9,222.7,20
571,1984,Cw,1.797,28.5,275.8,20
571,1984,Cw,1.637,25.5,76.9,20
571,1984,Cw,0.916,16.2,9.6,20
571,1984,Cw,0.748,11.5,16.5,20
571,1985,Cw,1.331,10.7,34.4,20
571,1985,Cw,1.235,14,0,20
571,1985,Cw,1.044,23.8,13.8,20
571,1985,Cw,1.768,29.1,46.4,20
571,1985,Cw,0.634,32.9,23.9,20
571,1985,Cw,4.649,29,99.6,20
571,1985,Cw,3.781,28.8,138.5,20
571,1985,Cw,1.919,21.7,23.8,20
571,1985,Cw,1.026,17,0,20
571,1985,Cw,0.907,12.6,104.2,20
571,1986,Cw,2.093,12.2,21.8,20
571,1986,Cw,1.635,16.3,131.2,20
571,1986,Cw,0.837,22.3,57.3,20
585,1987,Df,0.111,2.7,89.8,7
585,1987,Df,0.591,8.3,29.2,7
585,1987,Df,1.231,12.9,45.4,7
585,1987,Df,1.098,10.4,35.7,7
585,1987,Df,0.891,10.4,29,7
585,1987,Df,0.154,2.2,64.3,7
585,1987,Df,0.007,-1.8,86.5,7
596,1985,A,0.42,28.9,41.7,12
596,1985,A,0.359,28,362.9,12
596,1985,A,0.55,26.9,346.7,12
596,1985,A,1.38,26.1,200.5,12
596,1985,A,0.59,23.5,99,12
596,1985,A,1.634,18.8,14.1,12
596,1985,A,0.621,21.6,9.9,12
596,1985,A,1.017,24.9,81.7,12
596,1985,A,0.287,26.6,191.1,12
596,1986,A,0.696,28.2,452,12
596,1986,A,0.204,28.3,263.9,12
596,1986,A,0.353,25.9,139.6,12
627,1986,Cf,1.385,11.2,44.4,18
627,1986,Cf,1.234,15.5,68.3,18
627,1986,Cf,1.938,14.4,58.9,18
627,1986,Cf,1.487,10.8,68.2,18
627,1986,Cf,0.968,6.9,79.7,18
627,1986,Cf,0.397,2.9,86.2,18
627,1987,Cf,0.436,-1.3,38.9,18
627,1987,Cf,1.288,8.8,81.8,18
627,1987,Cf,2.099,11.8,89.9,18
627,1987,Cf,2.321,14.9,76.2,18
627,1987,Cf,1.657,14,80.4,18
627,1987,Cf,1.025,12.4,94.7,18
627,1987,Cf,1.267,9.3,66,18
627,1987,Cf,1.094,5.7,81.1,18
627,1987,Cf,0.565,2.6,52.7,18
627,1988,Cf,0.539,2.3,68.5,18
627,1988,Cf,1.424,6.1,17.1,18
627,1988,Cf,1.497,11.7,46.7,18
628,1986,Cf,1.459,14.9,21.3,24
628,1986,Cf,1.912,16.2,85.1,24
628,1986,Cf,1.96,14.7,93.7,24
628,1986,Cf,1.861,10.8,62.3,24
628,1986,Cf,1.356,9.7,117.8,24
628,1986,Cf,0.741,7,36.7,24
628,1986,Cf,0.53,2.8,92.6,24
628,1987,Cf,0.358,-4.3,29.7,24
628,1987,Cf,0.443,-0.1,25.9,24
628,1987,Cf,0.563,-0.8,32.8,24
628,1987,Cf,0.572,7.8,29.8,24
628,1987,Cf,0.843,9.6,54.6,24
628,1987,Cf,1.408,13,73.3,24
628,1987,Cf,1.823,15.4,47.8,24
628,1987,Cf,2.054,14.5,78.3,24
628,1987,Cf,1.882,12.8,40.8,24
628,1987,Cf,1.111,9.7,37.5,24
628,1987,Cf,0.757,5.8,74.7,24
628,1987,Cf,0.657,2.9,38.8,24
628,1988,Cf,0.484,4,70.4,24
628,1988,Cf,0.572,2.6,54.7,24
628,1988,Cf,0.513,2.5,48.4,24
628,1988,Cf,0.409,6.6,10.2,24
628,1988,Cf,0.574,12,30.9,24
645,1981,Df,1.959,15.1,108.1,21
645,1981,Df,2.685,20,22.3,21
645,1981,Df,1.984,19.1,72.8,21
645,1981,Df,2.12,13.4,59.9,21
645,1981,Df,1.573,6.6,101.4,21
645,1981,Df,1.081,3.1,19.1,21
645,1982,Df,0.963,-9.5,27.7,21
645,1982,Df,1.288,1.7,56.6,21
645,1982,Df,1.983,12.7,30.6,21
645,1982,Df,2.694,20.1,75.7,21
645,1982,Df,1.984,16,77.8,21
645,1982,Df,2.165,13.9,162,21
645,1982,Df,1.573,9.4,81.4,21
645,1982,Df,1.082,1.9,61.1,21
645,1983,Df,0.924,1.7,45.2,21
645,1983,Df,0.827,6.4,169.8,21
645,1983,Df,1.45,16,43.6,21
645,1983,Df,1.703,22.1,29.6,21
645,1983,Df,1.452,20.5,70.9,21
645,1983,Df,0.928,15.6,101.8,21
645,1983,Df,2.192,8.4,141,21
650,1988,A,2.108,25.7,0,12
650,1988,A,3.017,27.5,0.6,12
650,1988,A,2.515,30.2,19.7,12
650,1988,A,3.474,30.2,78.3,12
650,1988,A,3.043,32.1,49.7,12
650,1988,A,3.758,30.7,62.6,12
650,1988,A,4.328,29.7,98.4,12
650,1988,A,5.603,29.6,144.7,12
650,1988,A,4.272,28.7,191.6,12
650,1988,A,2.988,28.5,46.9,12
650,1988,A,1.289,25.8,96.9,12
650,1988,A,1.761,25.8,8,12
680,1990,Cf,1.505,13.8,146.1,10
680,1990,Cf,1.487,17.1,60.7,10
680,1990,Cf,1.985,21.5,127.4,10
680,1990,Cf,3.139,25.5,84.3,10
680,1990,Cf,4.153,27.6,128.8,10
680,1990,Cf,3.326,26.8,151.1,10
680,1990,Cf,2.454,23.5,64.7,10
680,1990,Cf,2.644,19.4,118.8,10
680,1990,Cf,1.238,12.6,86.8,10
680,1990,Cf,1.248,11.5,49.7,10
805,1987,Cf,4.849,28,108.2,22
805,1987,Cf,2.612,24.9,238.6,22
805,1987,Cf,2.167,15.5,51.3,22
805,1987,Cf,0.662,12.2,43,22
805,1988,Cf,0.601,6.9,92.6,22
805,1988,Cf,0.87,9.9,106,22
805,1988,Cf,0.959,14.5,62.7,22
805,1988,Cf,1.74,18.7,129.1,22
805,1988,Cf,3.002,22.1,84.4,22
805,1988,Cf,3.452,25.1,58.1,22
805,1988,Cf,4.232,27.6,53.8,22
805,1988,Cf,5.885,27.6,275.4,22
805,1988,Cf,4.17,24.8,261.1,22
805,1988,Cf,2.514,17.5,69.6,22
805,1988,Cf,1.701,16,38.4,22
805,1988,Cf,0.948,10.1,29.5,22
805,1989,Cf,1.571,12.9,21.6,22
805,1989,Cf,2.126,15.5,44.8,22
805,1989,Cf,2.405,18.4,92.3,22
805,1989,Cf,3.145,26.7,182.7,22
805,1989,Cf,3.27,27.7,122.4,22
805,1989,Cf,3.857,24.4,210.3,22
815,1991,Cf,1.609,14.4,98.6,7
815,1991,Cf,6.255,20.6,119,7
815,1991,Cf,7.051,25.5,58,7
815,1991,Cf,5.983,28,50.7,7
815,1991,Cf,4.266,25.8,63.3,7
815,1991,Cf,1.814,21.3,51.4,7
815,1991,Cf,1.016,15.2,30.1,7
844,1985,B,1.071,11.9,9.8,9
844,1986,B,1.275,12.6,20.9,9
844,1986,B,1.743,5.2,10.3,9
844,1986,B,0.368,2.1,14.3,9
844,1986,B,0.86,0.4,26.6,9
844,1986,B,0.764,1.2,13.2,9
844,1986,B,0.775,2.8,11,9
844,1986,B,0.751,4.2,4.5,9
844,1986,B,1.044,7.8,12.8,9
864,1988,Cf,0.032,4.4,72,10
864,1988,Cf,0.419,2.7,107.7,10
864,1988,Cf,0.921,16.7,176.7,10
864,1988,Cf,6.951,22,275.6,10
864,1988,Cf,1.637,25.4,225.5,10
864,1988,Cf,8.153,27.3,233.5,10
864,1988,Cf,3.004,23.4,242.7,10
864,1988,Cf,1.979,15.7,92.7,10
864,1988,Cf,1.649,8.9,56,10
864,1988,Cf,0.494,5.1,37.9,10
865,1992,Cs,0.373,20.8,4.6,10
865,1992,Cs,1.038,22.4,0,10
865,1992,Cs,3.648,14.6,77.6,10
865,1992,Cs,0.252,3,273,10
865,1993,Cs,0.241,3.3,346.1,10
865,1993,Cs,0.821,10.1,160.8,10
865,1993,Cs,1.739,10.4,86.4,10
865,1993,Cs,1.557,14.5,86.8,10
865,1993,Cs,2.137,17.9,77.7,10
865,1993,Cs,2.211,20.7,38.6,10
880,1991,B,2.592,22.2,2.4,7
880,1991,B,2.582,26.5,0,7
880,1991,B,3.731,30.4,1.2,7
880,1991,B,3.761,30,12.9,7
880,1991,B,4.245,26.4,18.8,7
880,1991,B,2.2,21.9,21.3,7
880,1991,B,1.259,13.3,28.7,7
900,1992,Df,2.599,4.6,64.9,8
900,1992,Df,1.47,12.4,13.8,8
900,1992,Df,2.022,15.1,41.4,8
900,1992,Df,2.888,17.1,49.8,8
900,1992,Df,1.981,17.4,24.3,8
900,1992,Df,2.62,14.2,124.9,8
900,1992,Df,1.614,7.7,58.5,8
900,1992,Df,1.502,1.2,73.9,8
914,1991,Cf,5.18,22.5,144.3,12
914,1991,Cf,4.422,22,60.7,12
914,1991,Cf,4.792,21.7,126.1,12
914,1991,Cf,1.198,16.9,199.8,12
914,1991,Cf,1.507,15.1,154.9,12
914,1991,Cf,1.69,10.1,67,12
914,1991,Cf,0.887,9.4,43.7,12
914,1991,Cf,2.231,11.8,72.5,12
914,1991,Cf,2.617,15.1,62.4,12
914,1991,Cf,1.982,15.5,163.8,12
914,1991,Cf,3.342,19.4,70.9,12
914,1991,Cf,4.794,21.9,197.2,12
941,1992,Cf,1.433,10.4,209.6,12
941,1992,Cf,1.318,13.8,203.2,12
941,1992,Cf,1.606,16.6,132.3,12
941,1992,Cf,1.45,18.8,143,12
941,1992,Cf,1.726,21.9,122.4,12
941,1992,Cf,2.287,26.2,97.7,12
941,1992,Cf,1.603,27.3,99.5,12
941,1992,Cf,1.799,24.1,52.5,12
941,1992,Cf,2.275,23.6,54.6,12
941,1992,Cf,1.067,19.2,62.3,12
941,1992,Cf,0.86,10.7,172.3,12
941,1992,Cf,0.759,11.3,160.4,12
961,1989,Cw,0.275,13,91.3,12
961,1989,Cw,0.372,16.6,12.3,12
961,1989,Cw,0.517,21,25.5,12
961,1989,Cw,0.647,26.1,0,12
961,1989,Cw,0.684,29.4,19.8,12
961,1989,Cw,0.821,29.5,198.3,12
961,1989,Cw,0.92,28.5,464.9,12
961,1989,Cw,0.964,27.2,421.2,12
961,1989,Cw,1.057,26.6,239.5,12
961,1989,Cw,0.668,25,14.3,12
961,1989,Cw,0.423,20.4,27.2,12
961,1989,Cw,0.224,16.6,8.6,12
982,1984,Cf,0.572,3.7,30.2,12
982,1984,Cf,0.506,2.8,49.7,12
982,1984,Cf,0.702,6.6,43.1,12
982,1984,Cf,0.9,12.9,234,12
982,1984,Cf,1.495,18.3,69.8,12
982,1984,Cf,1.205,23.2,367.5,12
982,1984,Cf,3.265,27.6,79.2,12
982,1984,Cf,2.823,28.8,68.9,12
982,1984,Cf,2.484,23.9,130.6,12
982,1984,Cf,1.341,17.8,99.8,12
982,1984,Cf,0.659,14.1,41.2,12
982,1984,Cf,0.655,7.9,47.6,12
983,1991,Df,0.85,4.2,64.7,15
983,1991,Df,0.694,0.6,88.7,15
983,1991,Df,0.433,-5.6,66.2,15
983,1992,Df,0.406,-7.4,65.5,15
983,1992,Df,0.387,-5.7,51.5,15
983,1992,Df,0.543,-1.4,61.8,15
983,1992,Df,0.872,-1.5,67.5,15
983,1992,Df,1.194,9.2,23.5,15
983,1992,Df,1.248,14.1,30.9,15
983,1992,Df,1.086,14.6,87.3,15
983,1992,Df,0.949,12.6,131.2,15
983,1992,Df,0.615,11,65.4,15
983,1992,Df,0.439,-2.9,43.9,15
983,1992,Df,0.474,-7,74.3,15
983,1992,Df,0.41,-2.6,46.7,15
986,1991,Cs,0.604,13.8,39.3,13
986,1991,Cs,0.973,19.1,17.9,13
986,1991,Cs,0.646,23.1,11.6,13
986,1991,Cs,1.193,23.7,27.1,13
986,1991,Cs,1.043,20.4,58.9,13
986,1991,Cs,0.635,13.1,24.1,13
986,1991,Cs,0.317,8.8,57.1,13
986,1991,Cs,0.438,5.8,51,13
986,1992,Cs,0.158,2.5,26.4,13
986,1992,Cs,0.332,5.9,57.9,13
986,1992,Cs,0.44,9.3,24.2,13
986,1992,Cs,0.528,12.6,24.4,13
986,1992,Cs,0.803,16.3,112.3,13
1017,1992,Cf,0.876,7.4,22.3,12
1017,1992,Cf,1.257,11.4,63.7,12
1017,1992,Cf,2.117,13.7,52.1,12
1017,1992,Cf,3.94,16.5,80,12
1017,1992,Cf,3.588,17.7,97.1,12
1017,1992,Cf,3.427,21.8,108.9,12
1017,1993,Cf,4.968,24.1,138.2,12
1017,1993,Cf,3.566,22,17.6,12
1017,1993,Cf,4.221,21.8,65.8,12
1017,1993,Cf,2.59,17.6,185.1,12
1017,1993,Cf,1.646,13.2,132.9,12
1017,1993,Cf,1.25,10.3,84.7,12
1028,1991,Cf,1.186,7.4,45.8,21
1028,1991,Cf,1.859,12.5,61.6,21
1028,1991,Cf,1.796,9.8,60.9,21
1028,1992,Cf,0.507,3.3,70.7,21
1028,1992,Cf,0.577,3.4,88.7,21
1028,1992,Cf,1.707,8.6,49.7,21
1028,1992,Cf,3.055,11.3,50.1,21
1028,1992,Cf,1.859,9.4,94.4,21
1028,1992,Cf,0.641,3.4,96.7,21
1028,1991,Cf,3.425,14.5,29.5,21
1028,1991,Cf,0.405,3.9,26.2,21
1028,1992,Cf,0.422,3.2,44.6,21
1028,1992,Cf,0.239,4.2,29.5,21
1028,1992,Cf,0.847,6.5,51.2,21
1028,1992,Cf,1.012,10.3,52.3,21
1028,1992,Cf,3.309,13.4,38.8,21
1028,1992,Cf,2.229,13.5,51.3,21
1028,1992,Cf,1.157,12.3,110.2,21
1028,1992,Cf,1.463,10.8,85.2,21
1028,1992,Cf,0.479,5.6,53.5,21
1028,1992,Cf,0.555,4.6,62.8,21
1078,1983,A,3.953,25.3,1.6,12
1078,1983,A,4.783,27.8,11.3,12
1078,1983,A,4.8,29.1,11.3,12
1078,1983,A,4.253,28.8,101.1,12
1078,1983,A,3.721,27.8,267.7,12
1078,1983,A,3.098,26,190.1,12
1078,1983,A,2.644,24.9,57.4,12
1078,1983,A,2.588,24.6,5,12
1078,1983,A,2.73,25.7,36.6,12
1078,1983,A,3.066,26.9,17.3,12
1078,1983,A,3.529,27.5,25.9,12
1078,1983,A,3.287,26.9,18,12
1080,1993,Cf,5.52,26.3,108.7,12
1080,1993,Cf,1.512,28.3,50.1,12
1080,1993,Cf,4.608,24.9,48.6,12
1080,1993,Cf,0.6,18.4,109.4,12
1080,1993,Cf,2.868,12,116.1,12
1080,1993,Cf,1.848,8.3,119.8,12
1080,1994,Cf,2.712,6.7,103.4,12
1080,1994,Cf,6.888,11.6,118.8,12
1080,1994,Cf,8.472,14.4,132.9,12
1080,1994,Cf,6.468,19,65.4,12
1080,1994,Cf,3.54,21.4,37.3,12
1080,1994,Cf,4.2,26,228.7,12
1083,1993,Cs,3.276,11.8,86.3,16
1083,1993,Cs,4.29,12.7,22,16
1083,1993,Cs,1.106,15.4,23.8,16
1083,1993,Cs,1.398,18.3,11.6,16
1083,1993,Cs,1.441,18.1,0,16
1083,1993,Cs,0.65,19,0,16
1083,1993,Cs,0.757,16.6,2.2,16
1083,1993,Cs,3.466,15.4,12.3,16
1083,1993,Cs,1.383,10.9,51.2,16
1083,1993,Cs,2.445,7.5,77,16
1083,1994,Cs,2.117,8,69.8,16
1083,1994,Cs,1.817,8,151.2,16
1083,1994,Cs,2.698,11.5,20.4,16
1083,1994,Cs,1.906,12.2,43.9,16
1083,1994,Cs,1.939,13.6,48.3,16
1083,1994,Cs,0.798,16.3,0.8,16
1085,1991,Cf,0.757,0.4,494.7,13
1085,1991,Cf,0.562,-1.2,419.4,13
1085,1992,Cf,0.503,-1.7,671.7,13
1085,1992,Cf,0.45,-0.2,302.3,13
1085,1992,Cf,0.95,1.8,184.4,13
1085,1992,Cf,1.037,3,326.1,13
1085,1992,Cf,1.446,5.9,85.6,13
1085,1992,Cf,1.377,8.8,89.4,13
1085,1992,Cf,1.444,10.5,34,13
1085,1992,Cf,1.373,10.1,57.7,13
1085,1992,Cf,1.433,6.4,151.3,13
1085,1992,Cf,0.963,4.3,272.4,13
1085,1992,Cf,1.127,0.2,354.6,13
1092,1992,Cf,3.353,18.8,150.8,12
1092,1992,Cf,4.257,24.2,83.6,12
1092,1992,Cf,3.633,25,67,12
1092,1992,Cf,2.451,20.8,129.9,12
1092,1992,Cf,1.528,14.8,269.7,12
1092,1992,Cf,0.497,10.3,100.9,12
1092,1992,Cf,0.432,5.6,38,12
1092,1993,Cf,0.303,3.2,88.3,12
1092,1993,Cf,0.324,4,83.1,12
1092,1993,Cf,0.755,5.5,39,12
1092,1993,Cf,1.467,10.2,47.2,12
1092,1993,Cf,1.499,15.8,95.7,12
1099,1993,Cf,0.557,13.8,57.3,10
1099,1993,Cf,0.629,13.3,60.5,10
1099,1993,Cf,0.622,10.2,33.3,10
1099,1993,Cf,0.839,6.2,35.9,10
1099,1993,Cf,0.42,1.5,19.7,10
1099,1993,Cf,0.244,1.7,45.6,10
1099,1994,Cf,0.287,2.1,28.2,10
1099,1994,Cf,0.369,6.5,21.4,10
1099,1994,Cf,0.535,10.8,14,10
1099,1994,Cf,0.651,13,29.7,10
1102,1991,Df,1.42,-5.4,43.4,17
1102,1991,Df,0.709,2.9,102.2,17
1102,1991,Df,0.49,12,58,17
1102,1991,Df,0.319,7.6,82.1,17
1102,1992,Df,0.601,-19.2,12.4,17
1102,1992,Df,1.642,-4.4,31,17
1102,1992,Df,1.194,0.8,93.8,17
1102,1992,Df,1.096,9.1,52,17
1102,1992,Df,1.219,9.6,60.5,17
1102,1993,Df,1.421,-6.7,16.3,17
1102,1993,Df,1.319,5.8,6.1,17
1102,1993,Df,2.35,9.9,60.8,17
1102,1993,Df,2.142,6.7,52.3,17
1102,1994,Df,1.37,-5.2,41.6,17
1102,1994,Df,1.93,5.1,59.9,17
1102,1994,Df,1.477,12.9,75.2,17
1102,1994,Df,1.071,7,24.1,17
1116,1990,Df,0.874,7.2,16.2,32
1116,1990,Df,1.883,11.4,47.8,32
1116,1990,Df,2.365,14.7,74,32
1116,1990,Df,1.311,13.8,59.5,32
1116,1990,Df,0.556,6.3,13.4,32
1116,1990,Df,0.217,2.4,23.1,32
1116,1992,Df,0.76,9.2,23.5,32
1116,1992,Df,1.613,14.1,30.9,32
1116,1992,Df,1.952,14.6,87.3,32
1116,1992,Df,0.656,12.6,131.2,32
1116,1992,Df,0.342,11,65.4,32
1116,1992,Df,0.143,-2.9,43.9,32
1116,1990,Df,1.012,7.9,21.4,32
1116,1990,Df,2.846,12.4,39.8,32
1116,1990,Df,3.48,15.3,73.9,32
1116,1990,Df,3.146,14.6,42.7,32
1116,1990,Df,1.068,7.1,28.9,32
1116,1990,Df,0.916,3.3,25.2,32
1116,1992,Df,0.617,9,19.5,32
1116,1992,Df,2.027,14.7,24,32
1116,1992,Df,2.314,15.2,54.1,32
1116,1992,Df,1.358,13.3,104,32
1116,1992,Df,0.413,11.6,56.4,32
1116,1992,Df,0.567,-1.7,39.7,32
1116,1991,Df,1.164,2.4,20.2,32
1116,1991,Df,1.657,6,43.1,32
1116,1991,Df,2.834,12.1,83.7,32
1116,1991,Df,4.885,16.4,47,32
1116,1991,Df,3.29,15.4,78.3,32
1116,1991,Df,2.315,8.3,82.6,32
1116,1991,Df,1.806,4.6,49.6,32
1116,1991,Df,1.17,1.8,62.3,32
1118,1993,Df,1.169,12,52.1,15
1118,1993,Df,1.162,16.8,101.4,15
1118,1993,Df,1.223,19.8,47.8,15
1118,1993,Df,0.927,19.8,44,15
1118,1993,Df,0.888,13.9,97.6,15
1118,1993,Df,0.656,5.5,93.6,15
1118,1993,Df,0.359,1.6,108.2,15
1118,1994,Df,0.483,4.9,93.8,15
1118,1994,Df,0.676,10.3,100.7,15
1118,1994,Df,1.95,18.4,57.3,15
1118,1994,Df,2.302,21.7,92.7,15
1118,1994,Df,1.568,18.3,69.4,15
1118,1994,Df,1.11,13.4,113.2,15
1118,1994,Df,0.79,8.2,48.9,15
1118,1994,Df,0.686,3.1,97,15
1161,1993,Cw,2.396,25.7,200.7,13
1161,1993,Cw,1.827,23,35.9,13
1161,1993,Cw,2.398,16.2,35.1,13
1161,1993,Cw,0.52,5.2,75,13
1161,1993,Cw,0.319,1.5,14,13
1161,1994,Cw,0.304,2.7,2.9,13
1161,1994,Cw,0.658,7.7,0,13
1161,1994,Cw,1.296,17.8,20.1,13
1161,1994,Cw,1.831,23.6,28.5,13
1161,1994,Cw,2.009,27.7,111.1,13
1161,1994,Cw,3.183,30.4,105.2,13
1161,1994,Cw,2.644,27.7,147.1,13
1161,1994,Cw,2.127,23.1,0,13
1173,1993,A,4.01,27.5,24.8,11
1173,1993,A,4.75,28.2,129.4,11
1173,1993,A,4.199,27.8,72.8,11
1173,1993,A,4.372,27.5,73.2,11
1173,1993,A,3.96,26.1,144.7,11
1173,1993,A,2.803,26,244.2,11
1173,1993,A,3.538,25.5,73.4,11
1173,1993,A,3.303,24.6,26.1,11
1173,1994,A,2.685,24,21.1,11
1173,1994,A,4.639,27.4,350.6,11
1173,1994,A,4.25,26.3,211.8,11
1184,1993,Df,0.492,-7.2,38.5,23
1184,1993,Df,0.918,8.3,153.5,23
1184,1993,Df,0.819,14.6,38.4,23
1184,1993,Df,1.226,19.1,83.4,23
1184,1993,Df,1.297,23.2,69,23
1184,1993,Df,0.938,22.1,79.5,23
1184,1993,Df,2.096,16.4,100.9,23
1184,1993,Df,0.81,9.4,63.2,23
1184,1994,Df,0.299,-9.2,63.3,23
1184,1994,Df,0.317,-0.3,107.5,23
1184,1994,Df,1.326,9.3,81.7,23
1184,1994,Df,0.994,12.7,65.1,23
1184,1994,Df,2.898,21.2,121.6,23
1184,1994,Df,2.738,17,72.6,23
1184,1994,Df,1.53,11,22.5,23
1184,1994,Df,1.333,7.6,101.9,23
1184,1995,Df,0.804,-5.2,46.8,23
1184,1995,Df,2.092,21.4,33.8,23
1184,1995,Df,1.379,23.7,81.9,23
1184,1995,Df,1.068,23.2,42.5,23
1184,1995,Df,0.658,16.3,65.7,23
1184,1995,Df,0.83,13.6,164.6,23
1184,1995,Df,1.023,2.5,82.1,23
1194,1993,Cf,1.413,6.2,187.4,12
1194,1993,Cf,1.432,6.8,29.2,12
1194,1993,Cf,1.383,9.2,124.7,12
1194,1993,Cf,2.343,10.8,111.9,12
1194,1993,Cf,2.356,14.3,94,12
1194,1993,Cf,2.934,17.3,49.6,12
1194,1994,Cf,2.974,19.3,18,12
1194,1994,Cf,2.166,20.1,69,12
1194,1994,Cf,1.959,14.6,72.4,12
1194,1994,Cf,1.23,12,42.3,12
1194,1994,Cf,1.083,8.3,19.4,12
1194,1994,Cf,0.902,6.1,64.3,12
1200,1991,Cf,0.355,1.9,50.5,12
1200,1991,Cf,0.363,-2.2,28.6,12
1200,1991,Cf,0.726,5.3,13.9,12
1200,1991,Cf,1.253,6.9,49.8,12
1200,1991,Cf,2.056,9.3,46.9,12
1200,1991,Cf,2.108,12.3,133,12
1200,1991,Cf,2.07,18.1,66,12
1200,1991,Cf,2.057,17,88.1,12
1200,1991,Cf,1.625,13.8,93.3,12
1200,1991,Cf,1.331,8.8,72,12
1200,1991,Cf,0.816,4.8,65.8,12
1200,1991,Cf,0.472,2.7,58,12
1232,1994,Df,0.804,-31,10.6,48
1232,1994,Df,0.69,-26.7,17.3,48
1232,1994,Df,0.908,-10.9,40.9,48
1232,1994,Df,1.105,-4.8,1.8,48
1232,1994,Df,1.32,6.3,43.3,48
1232,1994,Df,2.033,13.6,50.1,48
1232,1994,Df,2.925,15.3,64.4,48
1232,1994,Df,2.61,13.5,28.3,48
1232,1994,Df,2.041,10.5,35.8,48
1232,1994,Df,1.581,2.5,39.3,48
1232,1994,Df,1.34,-9.3,43.3,48
1232,1994,Df,1.152,-16.9,17.5,48
1232,1994,Df,0.792,-24.2,26.2,48
1232,1994,Df,0.994,-22.2,46.6,48
1232,1994,Df,1.103,-3.5,9,48
1232,1994,Df,1.158,2.3,4.3,48
1232,1994,Df,1.412,8.6,107.4,48
1232,1994,Df,2.095,13.8,95.3,48
1232,1994,Df,3.164,15.8,70.6,48
1232,1994,Df,2.702,14.3,27.6,48
1232,1994,Df,2.109,11.8,5,48
1232,1994,Df,1.573,3.6,26.3,48
1232,1994,Df,1.258,-8.2,7.1,48
1232,1994,Df,1.127,-15.5,16.9,48
1232,1994,Df,0.481,-25,20.4,48
1232,1994,Df,0.481,-22.8,17.2,48
1232,1994,Df,0.63,-3.2,9.6,48
1232,1994,Df,0.814,3.1,13.1,48
1232,1994,Df,1,10.3,90.6,48
1232,1994,Df,1.295,14.8,64.3,48
